Patch,Name,Class,Role,Tier,Score,Trend,KDA,Type,Rate
12-10,Ashe,Marksman,SUPPORT,C,38.59,-0.6,2.4,Role %,20.85%
12-10,Ashe,Marksman,SUPPORT,C,38.59,-0.6,2.4,Pick %,1.94%
12-10,Ashe,Marksman,SUPPORT,C,38.59,-0.6,2.4,Ban %,1.09%
12-10,Aurelion Sol,Mage,MID,B,41.85,2.32,2.49,Win %,49.61%
12-10,Aurelion Sol,Mage,MID,B,41.85,2.32,2.49,Role %,87.62%
12-10,Aurelion Sol,Mage,MID,B,41.85,2.32,2.49,Pick %,1.24%
12-10,Aurelion Sol,Mage,MID,B,41.85,2.32,2.49,Ban %,0.41%
12-10,Azir,Mage,MID,B,43.3,5.62,2.3,Win %,48.34%
12-10,Azir,Mage,MID,B,43.3,5.62,2.3,Role %,86.67%
12-10,Azir,Mage,MID,B,43.3,5.62,2.3,Pick %,2.68%
12-10,Azir,Mage,MID,B,43.3,5.62,2.3,Ban %,0.54%
12-10,Bard,Support,SUPPORT,A,51.39,2.57,3.07,Win %,50.81%
12-10,Bard,Support,SUPPORT,A,51.39,2.57,3.07,Role %,97.04%
12-10,Bard,Support,SUPPORT,A,51.39,2.57,3.07,Pick %,3.66%
12-10,Bard,Support,SUPPORT,A,51.39,2.57,3.07,Ban %,0.50%
12-10,Blitzcrank,Tank,SUPPORT,A,58,-5.13,2.44,Win %,50.82%
12-10,Blitzcrank,Tank,SUPPORT,A,58,-5.13,2.44,Role %,98.14%
12-10,Blitzcrank,Tank,SUPPORT,A,58,-5.13,2.44,Pick %,6.42%
12-10,Blitzcrank,Tank,SUPPORT,A,58,-5.13,2.44,Ban %,15.65%
12-10,Brand,Mage,SUPPORT,A,48.33,4.04,1.93,Win %,51.17%
12-10,Brand,Mage,SUPPORT,A,48.33,4.04,1.93,Role %,67.10%
12-10,Brand,Mage,SUPPORT,A,48.33,4.04,1.93,Pick %,3.78%
12-10,Brand,Mage,SUPPORT,A,48.33,4.04,1.93,Ban %,5.14%
12-10,Brand,Mage,MID,A,47.54,7.05,2.18,Win %,53.43%
12-10,Brand,Mage,MID,A,47.54,7.05,2.18,Role %,20.78%
12-10,Brand,Mage,MID,A,47.54,7.05,2.18,Pick %,1.11%
12-10,Brand,Mage,MID,A,47.54,7.05,2.18,Ban %,5.58%
12-10,Braum,Support,SUPPORT,A,47.79,4.02,2.9,Win %,50.74%
12-10,Braum,Support,SUPPORT,A,47.79,4.02,2.9,Role %,98.59%
12-10,Braum,Support,SUPPORT,A,47.79,4.02,2.9,Pick %,2.46%
12-10,Braum,Support,SUPPORT,A,47.79,4.02,2.9,Ban %,0.33%
12-10,Caitlyn,Marksman,ADC,B,45.09,-3.74,2.18,Win %,46.65%
12-10,Caitlyn,Marksman,ADC,B,45.09,-3.74,2.18,Role %,96.40%
12-10,Caitlyn,Marksman,ADC,B,45.09,-3.74,2.18,Pick %,8.47%
12-10,Caitlyn,Marksman,ADC,B,45.09,-3.74,2.18,Ban %,5.85%
12-10,Camille,Fighter,TOP,S,63.83,3.45,1.9,Win %,47.97%
12-10,Camille,Fighter,TOP,S,63.83,3.45,1.9,Role %,94.89%
12-10,Camille,Fighter,TOP,S,63.83,3.45,1.9,Pick %,6.20%
12-10,Camille,Fighter,TOP,S,63.83,3.45,1.9,Ban %,3.80%
12-10,Cassiopeia,Mage,MID,B,45.8,1.57,2.17,Win %,50.18%
12-10,Cassiopeia,Mage,MID,B,45.8,1.57,2.17,Role %,74.80%
12-10,Cassiopeia,Mage,MID,B,45.8,1.57,2.17,Pick %,2.52%
12-10,Cassiopeia,Mage,MID,B,45.8,1.57,2.17,Ban %,1.72%
12-10,Cassiopeia,Mage,TOP,D,33.14,5.06,1.88,Win %,50.42%
12-10,Cassiopeia,Mage,TOP,D,33.14,5.06,1.88,Role %,15.96%
12-10,Cassiopeia,Mage,TOP,D,33.14,5.06,1.88,Pick %,0.50%
12-10,Cassiopeia,Mage,TOP,D,33.14,5.06,1.88,Ban %,1.66%
12-10,Cho'Gath,Tank,TOP,B,43.26,-8.74,2.03,Win %,49.14%
12-10,Cho'Gath,Tank,TOP,B,43.26,-8.74,2.03,Role %,67.17%
12-10,Cho'Gath,Tank,TOP,B,43.26,-8.74,2.03,Pick %,2.45%
12-10,Cho'Gath,Tank,TOP,B,43.26,-8.74,2.03,Ban %,0.86%
12-10,Cho'Gath,Tank,MID,B,40.1,-5.43,2.28,Win %,50.29%
12-10,Cho'Gath,Tank,MID,B,40.1,-5.43,2.28,Role %,18.89%
12-10,Cho'Gath,Tank,MID,B,40.1,-5.43,2.28,Pick %,0.62%
12-10,Cho'Gath,Tank,MID,B,40.1,-5.43,2.28,Ban %,0.92%
12-10,Corki,Marksman,MID,B,42.25,5.54,2.34,Win %,49.03%
12-10,Corki,Marksman,MID,B,42.25,5.54,2.34,Role %,90.05%
12-10,Corki,Marksman,MID,B,42.25,5.54,2.34,Pick %,1.92%
12-10,Corki,Marksman,MID,B,42.25,5.54,2.34,Ban %,0.46%
12-10,Darius,Fighter,TOP,God,92.94,7.34,1.9,Win %,51.37%
12-10,Darius,Fighter,TOP,God,92.94,7.34,1.9,Role %,93.11%
12-10,Darius,Fighter,TOP,God,92.94,7.34,1.9,Pick %,8.20%
12-10,Darius,Fighter,TOP,God,92.94,7.34,1.9,Ban %,17.63%
12-10,Diana,Fighter,JUNGLE,S,66.69,-8.3,2.5,Win %,50.82%
12-10,Diana,Fighter,JUNGLE,S,66.69,-8.3,2.5,Role %,83.33%
12-10,Diana,Fighter,JUNGLE,S,66.69,-8.3,2.5,Pick %,8.00%
12-10,Diana,Fighter,JUNGLE,S,66.69,-8.3,2.5,Ban %,8.76%
12-10,Diana,Fighter,MID,B,45.4,0.42,2.13,Win %,51.79%
12-10,Diana,Fighter,MID,B,45.4,0.42,2.13,Role %,15.06%
12-10,Diana,Fighter,MID,B,45.4,0.42,2.13,Pick %,1.43%
12-10,Diana,Fighter,MID,B,45.4,0.42,2.13,Ban %,8.76%
12-10,Dr. Mundo,Marksman,TOP,A,50.26,3.72,2.3,Win %,51.80%
12-10,Dr. Mundo,Marksman,TOP,A,50.26,3.72,2.3,Role %,85.13%
12-10,Dr. Mundo,Marksman,TOP,A,50.26,3.72,2.3,Pick %,2.31%
12-10,Dr. Mundo,Marksman,TOP,A,50.26,3.72,2.3,Ban %,1.36%
12-10,Draven,Fighter,ADC,B,40.93,-0.94,2.11,Win %,49.80%
12-10,Draven,Fighter,ADC,B,40.93,-0.94,2.11,Role %,94.66%
12-10,Draven,Fighter,ADC,B,40.93,-0.94,2.11,Pick %,5.11%
12-10,Draven,Fighter,ADC,B,40.93,-0.94,2.11,Ban %,9.61%
12-10,Ekko,Assassin,JUNGLE,A,54.85,0.2,2.83,Win %,51.81%
12-10,Ekko,Assassin,JUNGLE,A,54.85,0.2,2.83,Role %,65.95%
12-10,Ekko,Assassin,JUNGLE,A,54.85,0.2,2.83,Pick %,4.51%
12-10,Ekko,Assassin,JUNGLE,A,54.85,0.2,2.83,Ban %,3.13%
12-10,Ekko,Assassin,MID,B,43.2,-2.81,2.29,Win %,49.05%
12-10,Ekko,Assassin,MID,B,43.2,-2.81,2.29,Role %,31.92%
12-10,Ekko,Assassin,MID,B,43.2,-2.81,2.29,Pick %,2.20%
12-10,Ekko,Assassin,MID,B,43.2,-2.81,2.29,Ban %,3.16%
12-10,Elise,Mage,JUNGLE,D,29.66,-4.24,2.51,Win %,46.42%
12-10,Elise,Mage,JUNGLE,D,29.66,-4.24,2.51,Role %,92.44%
12-10,Elise,Mage,JUNGLE,D,29.66,-4.24,2.51,Pick %,1.32%
12-10,Elise,Mage,JUNGLE,D,29.66,-4.24,2.51,Ban %,0.77%
12-10,Evelynn,Assassin,JUNGLE,C,36.93,-3.9,2.86,Win %,46.08%
12-10,Evelynn,Assassin,JUNGLE,C,36.93,-3.9,2.86,Role %,98.54%
12-10,Evelynn,Assassin,JUNGLE,C,36.93,-3.9,2.86,Pick %,2.78%
12-10,Evelynn,Assassin,JUNGLE,C,36.93,-3.9,2.86,Ban %,5.01%
12-10,Ezreal,Marksman,ADC,God,90.21,0.99,2.48,Win %,48.79%
12-10,Ezreal,Marksman,ADC,God,90.21,0.99,2.48,Role %,95.83%
12-10,Ezreal,Marksman,ADC,God,90.21,0.99,2.48,Pick %,19.40%
12-10,Ezreal,Marksman,ADC,God,90.21,0.99,2.48,Ban %,5.62%
12-10,Fiddlesticks,Mage,JUNGLE,B,45.29,-2.62,2.59,Win %,50.96%
12-10,Fiddlesticks,Mage,JUNGLE,B,45.29,-2.62,2.59,Role %,89.64%
12-10,Fiddlesticks,Mage,JUNGLE,B,45.29,-2.62,2.59,Pick %,2.86%
12-10,Fiddlesticks,Mage,JUNGLE,B,45.29,-2.62,2.59,Ban %,1.93%
12-10,Fiora,Fighter,TOP,God,87.89,13.04,1.81,Win %,52.84%
12-10,Fiora,Fighter,TOP,God,87.89,13.04,1.81,Role %,97.07%
12-10,Fiora,Fighter,TOP,God,87.89,13.04,1.81,Pick %,7.02%
12-10,Fiora,Fighter,TOP,God,87.89,13.04,1.81,Ban %,17.62%
12-10,Fizz,Assassin,MID,A,51.02,-3.61,2.5,Win %,50.53%
12-10,Fizz,Assassin,MID,A,51.02,-3.61,2.5,Role %,94.32%
12-10,Fizz,Assassin,MID,A,51.02,-3.61,2.5,Pick %,3.28%
12-10,Fizz,Assassin,MID,A,51.02,-3.61,2.5,Ban %,5.18%
12-10,Galio,Tank,MID,A,48.58,1.47,2.65,Win %,50.72%
12-10,Galio,Tank,MID,A,48.58,1.47,2.65,Role %,77.97%
12-10,Galio,Tank,MID,A,48.58,1.47,2.65,Pick %,2.40%
12-10,Galio,Tank,MID,A,48.58,1.47,2.65,Ban %,0.42%
12-10,Galio,Tank,SUPPORT,C,36.78,2.73,2.32,Win %,48.33%
12-10,Galio,Tank,SUPPORT,C,36.78,2.73,2.32,Role %,19.50%
12-10,Galio,Tank,SUPPORT,C,36.78,2.73,2.32,Pick %,0.56%
12-10,Galio,Tank,SUPPORT,C,36.78,2.73,2.32,Ban %,0.42%
12-10,Gangplank,Fighter,TOP,God,88.86,-0.08,2.08,Win %,48.77%
12-10,Gangplank,Fighter,TOP,God,88.86,-0.08,2.08,Role %,81.00%
12-10,Gangplank,Fighter,TOP,God,88.86,-0.08,2.08,Pick %,8.54%
12-10,Gangplank,Fighter,TOP,God,88.86,-0.08,2.08,Ban %,14.40%
12-10,Gangplank,Fighter,MID,B,40.67,2.11,2.3,Win %,47.57%
12-10,Gangplank,Fighter,MID,B,40.67,2.11,2.3,Role %,19.21%
12-10,Gangplank,Fighter,MID,B,40.67,2.11,2.3,Pick %,2.01%
12-10,Gangplank,Fighter,MID,B,40.67,2.11,2.3,Ban %,14.30%
12-10,Garen,Fighter,TOP,S,69.9,-3.56,2.05,Win %,50.86%
12-10,Garen,Fighter,TOP,S,69.9,-3.56,2.05,Role %,85.89%
12-10,Garen,Fighter,TOP,S,69.9,-3.56,2.05,Pick %,5.99%
12-10,Garen,Fighter,TOP,S,69.9,-3.56,2.05,Ban %,3.10%
12-10,Gnar,Fighter,TOP,A,47.9,1.95,2,Win %,49.34%
12-10,Gnar,Fighter,TOP,A,47.9,1.95,2,Role %,96.40%
12-10,Gnar,Fighter,TOP,A,47.9,1.95,2,Pick %,3.18%
12-10,Gnar,Fighter,TOP,A,47.9,1.95,2,Ban %,0.64%
12-10,Gragas,Fighter,MID,B,41.37,2.41,2.51,Win %,50.87%
12-10,Gragas,Fighter,MID,B,41.37,2.41,2.51,Role %,13.23%
12-10,Gragas,Fighter,MID,B,41.37,2.41,2.51,Pick %,0.34%
12-10,Gragas,Fighter,MID,B,41.37,2.41,2.51,Ban %,0.23%
12-10,Gragas,Fighter,TOP,C,34.12,-2.65,2.05,Win %,47.97%
12-10,Gragas,Fighter,TOP,C,34.12,-2.65,2.05,Role %,50.77%
12-10,Gragas,Fighter,TOP,C,34.12,-2.65,2.05,Pick %,1.38%
12-10,Gragas,Fighter,TOP,C,34.12,-2.65,2.05,Ban %,0.25%
12-10,Gragas,Fighter,SUPPORT,D,31.02,1.38,2.18,Win %,45.65%
12-10,Gragas,Fighter,SUPPORT,D,31.02,1.38,2.18,Role %,15.35%
12-10,Gragas,Fighter,SUPPORT,D,31.02,1.38,2.18,Pick %,0.38%
12-10,Gragas,Fighter,SUPPORT,D,31.02,1.38,2.18,Ban %,0.23%
12-10,Gragas,Fighter,JUNGLE,D,28.7,-0.12,2.67,Win %,46.95%
12-10,Gragas,Fighter,JUNGLE,D,28.7,-0.12,2.67,Role %,22.93%
12-10,Gragas,Fighter,JUNGLE,D,28.7,-0.12,2.67,Pick %,0.56%
12-10,Gragas,Fighter,JUNGLE,D,28.7,-0.12,2.67,Ban %,0.23%
12-10,Graves,Marksman,JUNGLE,God,78.1,-12.23,2.56,Win %,49.37%
12-10,Graves,Marksman,JUNGLE,God,78.1,-12.23,2.56,Role %,78.19%
12-10,Graves,Marksman,JUNGLE,God,78.1,-12.23,2.56,Pick %,10.68%
12-10,Graves,Marksman,JUNGLE,God,78.1,-12.23,2.56,Ban %,12.97%
12-10,Graves,Marksman,TOP,C,38.4,-9.55,1.79,Win %,48.12%
12-10,Graves,Marksman,TOP,C,38.4,-9.55,1.79,Role %,15.57%
12-10,Graves,Marksman,TOP,C,38.4,-9.55,1.79,Pick %,2.00%
12-10,Graves,Marksman,TOP,C,38.4,-9.55,1.79,Ban %,12.97%
12-10,Gwen,Fighter,TOP,God,75.22,22.73,1.79,Win %,49.93%
12-10,Gwen,Fighter,TOP,God,75.22,22.73,1.79,Role %,77.81%
12-10,Gwen,Fighter,TOP,God,75.22,22.73,1.79,Pick %,7.31%
12-10,Gwen,Fighter,TOP,God,75.22,22.73,1.79,Ban %,4.80%
12-10,Gwen,Fighter,JUNGLE,C,38.25,4.44,2.46,Win %,50.15%
12-10,Gwen,Fighter,JUNGLE,C,38.25,4.44,2.46,Role %,17.42%
12-10,Gwen,Fighter,JUNGLE,C,38.25,4.44,2.46,Pick %,1.58%
12-10,Gwen,Fighter,JUNGLE,C,38.25,4.44,2.46,Ban %,4.80%
12-10,Hecarim,Fighter,JUNGLE,B,44.23,-3.87,2.8,Win %,48.76%
12-10,Hecarim,Fighter,JUNGLE,B,44.23,-3.87,2.8,Role %,96.57%
12-10,Hecarim,Fighter,JUNGLE,B,44.23,-3.87,2.8,Pick %,3.41%
12-10,Hecarim,Fighter,JUNGLE,B,44.23,-3.87,2.8,Ban %,2.48%
12-10,Heimerdinger,Mage,MID,B,41.31,-0.72,2,Win %,51.19%
12-10,Heimerdinger,Mage,MID,B,41.31,-0.72,2,Role %,43.37%
12-10,Heimerdinger,Mage,MID,B,41.31,-0.72,2,Pick %,0.86%
12-10,Heimerdinger,Mage,MID,B,41.31,-0.72,2,Ban %,0.98%
12-10,Heimerdinger,Mage,ADC,D,23.42,-9.47,2.15,Win %,49.84%
12-10,Heimerdinger,Mage,ADC,D,23.42,-9.47,2.15,Role %,13.56%
12-10,Heimerdinger,Mage,ADC,D,23.42,-9.47,2.15,Pick %,0.22%
12-10,Heimerdinger,Mage,ADC,D,23.42,-9.47,2.15,Ban %,0.87%
12-10,Heimerdinger,Mage,TOP,D,23.3,-6.84,1.58,Win %,46.67%
12-10,Heimerdinger,Mage,TOP,D,23.3,-6.84,1.58,Role %,32.61%
12-10,Heimerdinger,Mage,TOP,D,23.3,-6.84,1.58,Pick %,0.61%
12-10,Heimerdinger,Mage,TOP,D,23.3,-6.84,1.58,Ban %,0.98%
12-10,Illaoi,Fighter,TOP,B,43.78,-0.06,1.42,Win %,49.88%
12-10,Illaoi,Fighter,TOP,B,43.78,-0.06,1.42,Role %,94.26%
12-10,Illaoi,Fighter,TOP,B,43.78,-0.06,1.42,Pick %,2.81%
12-10,Illaoi,Fighter,TOP,B,43.78,-0.06,1.42,Ban %,4.41%
12-10,Irelia,Fighter,TOP,S,62.84,-7.56,1.53,Win %,49.08%
12-10,Irelia,Fighter,TOP,S,62.84,-7.56,1.53,Role %,52.07%
12-10,Irelia,Fighter,TOP,S,62.84,-7.56,1.53,Pick %,5.07%
12-10,Irelia,Fighter,TOP,S,62.84,-7.56,1.53,Ban %,19.45%
12-10,Irelia,Fighter,MID,A,48.67,-4.25,1.69,Win %,48.12%
12-10,Irelia,Fighter,MID,A,48.67,-4.25,1.69,Role %,46.01%
12-10,Irelia,Fighter,MID,A,48.67,-4.25,1.69,Pick %,4.29%
12-10,Irelia,Fighter,MID,A,48.67,-4.25,1.69,Ban %,19.45%
12-10,Ivern,Support,JUNGLE,C,37.37,4.84,3.29,Win %,48.54%
12-10,Ivern,Support,JUNGLE,C,37.37,4.84,3.29,Role %,80.82%
12-10,Ivern,Support,JUNGLE,C,37.37,4.84,3.29,Pick %,1.12%
12-10,Ivern,Support,JUNGLE,C,37.37,4.84,3.29,Ban %,0.40%
12-10,Ivern,Support,SUPPORT,D,33.36,10.81,2.67,Win %,46.18%
12-10,Ivern,Support,SUPPORT,D,33.36,10.81,2.67,Role %,11.07%
12-10,Ivern,Support,SUPPORT,D,33.36,10.81,2.67,Pick %,0.15%
12-10,Ivern,Support,SUPPORT,D,33.36,10.81,2.67,Ban %,0.40%
12-10,Janna,Support,SUPPORT,S,62.27,3.9,3.38,Win %,53.81%
12-10,Janna,Support,SUPPORT,S,62.27,3.9,3.38,Role %,98.27%
12-10,Janna,Support,SUPPORT,S,62.27,3.9,3.38,Pick %,5.47%
